Empresa;Acessos;Market Share;Ranking
THAIS DA SILVA;1.310;3,32692506614295E-05;1.839
IDEAL LINS SERVICOS E COMERCIO LTDA;1.310;3,32692506614295E-05;1.839
RCM TELECOM E INFORMATICA LTDA;1.309;3,32438542868788E-05;1.841
GIVANILDO RODRIGUES DA SILVA;1.306;3,31676651632267E-05;1.842
CUIABA FIBRA INTERNET EIRELI;1.306;3,31676651632267E-05;1.842
Sidy's Internet Ltda.;1.303;3,30914760395746E-05;1.844
INTERSOFT INTERNET E SOFTWARE EIRELI;1.303;3,30914760395746E-05;1.844
J F da Cruz Junior Telecomunicacao - Eireli;1.302;3,30660796650238E-05;1.846
CONECTTIVA TELECOM LTDA - ME;1.302;3,30660796650238E-05;1.846
T & I TELECOMUNICACOES LTDA - ME;1.301;3,30406832904731E-05;1.848
LILIANE ALMEIDA L PARENTE ME;1.301;3,30406832904731E-05;1.848
JORLAN DOMINGOS DOS PASSOS;1.301;3,30406832904731E-05;1.848
FUTURO TELECOM LTDA;1.301;3,30406832904731E-05;1.848
RD TORRESNET TELECOM LTDA;1.300;3,30152869159224E-05;1.852
RC OLIVEIRA ELETRONICA E COMUNICAÇOES LTDA;1.300;3,30152869159224E-05;1.852
PADILHA E PADILHA LTDA - ME;1.300;3,30152869159224E-05;1.852
ABASE - SERVICOS DE TELECOMUNICACOES DESENVOLVIMENTO E COMERCIALIZACAO DE SOFTWARES LTDA;1.299;3,29898905413717E-05;1.855
BUSATTO INTERNET E SUPRIMENTOS DE INFORMÁTICA LTDA ME;1.297;3,29390977922703E-05;1.856
PONTOINFO PROVEDOR DE INTERNET LTDA;1.296;3,29137014177196E-05;1.857
MIDIA NET TELECOM LTDA;1.296;3,29137014177196E-05;1.857
A. COUTINHO JUNIOR - ME;1.296;3,29137014177196E-05;1.857
AFCH SOLUÇÕES E EMPREENDIMENTOS LTDA - ME;1.295;3,28883050431689E-05;1.860
A C ROCHA INFORMATICA LTDA ME;1.295;3,28883050431689E-05;1.860
By Telecom Eireli;1.293;3,28375122940675E-05;1.862
ACB INFO TECNOLOGIA LTDA - ME;1.293;3,28375122940675E-05;1.862
R. V. K. - Provedor de Internet Ltda;1.292;3,28121159195167E-05;1.864
GRANDELLA TELECOMUNICACOES E CONSTRUCOES LTDA;1.291;3,2786719544966E-05;1.865
ZENAIDE ALVES DE SOUZA OLIVEIRA E CIA LTDA - ME;1.290;3,27613231704153E-05;1.866
CLIPPERNET PROVEDOR DE INTERNET LTDA - ME;1.289;3,27359267958646E-05;1.867
NET FULL TELECOMUNICACOES LTDA.;1.288;3,27105304213139E-05;1.868
CONECTA NETWORK TELECOM LTDA;1.288;3,27105304213139E-05;1.868
INFORNET SERVICOS E PRODUTOS DE INFORMATICA LTDA - ME;1.287;3,26851340467632E-05;1.870
ROBSON LIMA DA SILVA PROVEDOR DE INTERNET;1.284;3,26089449231111E-05;1.871
YUPNET TELECOMUNICACOES LTDA;1.283;3,25835485485604E-05;1.872
VCA TELECOMUNICACOES LTDA;1.281;3,2532755799459E-05;1.873
W. MESSIAS - SERVICOS DE COMUNICACAO MULTIMIDIA - EIRELI - ME;1.280;3,25073594249082E-05;1.874
A L A INFORMATICA LTDA;1.280;3,25073594249082E-05;1.874
Igp Telecomunicacoes Ltda;1.279;3,24819630503575E-05;1.876
MATEK SOLUCOES EM INFORMATICA LTDA.;1.278;3,24565666758068E-05;1.877
JVX TELECOM INTERNET E SERVIÇOS LTDA-ME;1.278;3,24565666758068E-05;1.877
SET SOLUCOES TECNOLOGICAS E INFORMATICA LTDA - ME;1.277;3,24311703012561E-05;1.879
SCTURBO INFORMATICA LTDA;1.277;3,24311703012561E-05;1.879
EAGNET TELECOMUNICAÇÕES EIRELI;1.277;3,24311703012561E-05;1.879
Dga Solucoes em Tecnologias Eireli;1.277;3,24311703012561E-05;1.879
INTERNETI PROVEDOR E INFORMATICA LTDA ME;1.276;3,24057739267054E-05;1.883
ESPAÇO LINK TELECOMUNICAÇÕES LTDA - ME;1.276;3,24057739267054E-05;1.883
FIBRA.COM NETWORKS LTDA;1.275;3,23803775521547E-05;1.885
NOVAES & HOKI LTDA ME;1.273;3,23295848030533E-05;1.886
ALEXANDRE FREY - ME;1.273;3,23295848030533E-05;1.886
NET SUL INFORMÁTICA E SERVIÇOSDE PROVEDOR LTDA - ME;1.272;3,23041884285026E-05;1.888
EBRANET COMERCIO E SERVICOS DE COMUNICACAO LTDA;1.271;3,22787920539519E-05;1.889
ANDRE DUARTE LUIZ - EIRELI;1.271;3,22787920539519E-05;1.889
MELO & MELO TELECOMUNICACOES LTDA  - ME;1.270;3,22533956794012E-05;1.891
NEXT CONNECT SOLUCOES DIGITAIS LTDA;1.269;3,22279993048504E-05;1.892
ANGELA MARIA RHEINHEIMER;1.268;3,22026029302997E-05;1.893
NETFUTURO LTDA - ME;1.267;3,2177206555749E-05;1.894
MTWNET SERVICOS DE COMUNICACAO MULTIMIDIA LTDA;1.267;3,2177206555749E-05;1.894
DVNET-SOLUCOES E INFORMATICA LTDA;1.267;3,2177206555749E-05;1.894
SKAY NET CAMILLO LTDA;1.266;3,21518101811983E-05;1.897
HEXA TELECOM LTDA;1.265;3,21264138066476E-05;1.898
NETINFOMAX PROVEDOR DE INTERNET LTDA;1.261;3,20248283084448E-05;1.899
SG TELECOMUNICACOES EIRELI;1.260;3,19994319338941E-05;1.900
JUNIORNET SERVICO DE COMUNICACAO MULTIMIDIA LTDA;1.260;3,19994319338941E-05;1.900
ENTORNET COMERCIO E SERVICOS LTDA;1.260;3,19994319338941E-05;1.900
EDSON DA MAIA STEINHEUSER;1.260;3,19994319338941E-05;1.900
MPC TELECOMUNICACOES LTDA;1.259;3,19740355593433E-05;1.904
MARCOS JOSE MELO FERREIRA - ME;1.259;3,19740355593433E-05;1.904
UNIVERSAL TELECOM S.A.;1.258;3,19486391847926E-05;1.906
EZEQUIEL DOS SANTOS ALVES - INTERNET;1.258;3,19486391847926E-05;1.906
MARIA AURELIA VIEIRA;1.257;3,19232428102419E-05;1.908
CLICKNET MARAJO SOURE EIRELI;1.256;3,18978464356912E-05;1.909
MARONLINE SOLUÇÕES EM TECNOLOGIA LTDA - ME;1.251;3,17708645629377E-05;1.910
INTERLIGUE TELECOMUNICACOES LTDA;1.251;3,17708645629377E-05;1.910
HUGO APARECIDO BIANQUINI MOREIRA - ME;1.251;3,17708645629377E-05;1.910
ALIANCA TECNOINFO LTDA - ME;1.251;3,17708645629377E-05;1.910
NET PLANETY INFOTELECOM LTDA - ME;1.250;3,17454681883869E-05;1.914
HOLNET PROVEDOR LTDA;1.250;3,17454681883869E-05;1.914
PRO TELECOM SERVICOS DE COMUNICACAO MULTIMIDIA LTDA;1.249;3,17200718138362E-05;1.916
CONNECTVY TELECOMUNICACOES LTDA - ME;1.247;3,16692790647348E-05;1.917
URAINET FIBER SERVICO DE PROVEDORES DE ACESSO LTDA;1.246;3,16438826901841E-05;1.918
LIGA SERVICOS EM TELECOMUNICACOES LTDA;1.244;3,15930899410827E-05;1.919
TX WEB TELECOM LTDA - ME;1.243;3,1567693566532E-05;1.920
JULIO CESAR DAS NEVES - ME;1.243;3,1567693566532E-05;1.920
DIGIPLAN COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA;1.243;3,1567693566532E-05;1.920
CLICK CONNECT TELECOM LTDA;1.242;3,15422971919813E-05;1.923
CLEBER ATAIDE PASTI & CIA LTDA;1.242;3,15422971919813E-05;1.923
POWER NET TELECOM EIRELLI - ME;1.240;3,14915044428799E-05;1.925
ALTA REDE IMPERIAL PETROPOLIS LTDA - ME;1.240;3,14915044428799E-05;1.925
UPNET PROVEDOR DE ACESSO E TELECOMUNICAÇÕES LTDA - ME;1.239;3,14661080683291E-05;1.927
RCI TELECOMUNICACOES LTDA;1.239;3,14661080683291E-05;1.927
ENTERNET PROVEDOR LTDA  - ME;1.239;3,14661080683291E-05;1.927
VNT FIBRA TELECOMUNICAÇÕES EIRELI;1.238;3,14407116937784E-05;1.930
ESADI - EMPRESA DE SERVICOS ADMINISTRATIVO DE ITUBERA LTDA - ME;1.237;3,14153153192277E-05;1.931
NETICABO TELECOM LTDA  - ME;1.236;3,1389918944677E-05;1.932
L.F . NOLETO MARTINS EIRELI;1.236;3,1389918944677E-05;1.932
FIBINET NETWORKS TELECOMUNICACOES LTDA;1.236;3,1389918944677E-05;1.932
S.A. Telecom Ltda;1.235;3,13645225701263E-05;1.935
INFO SETE TELECOMUNICACOES EIRELI;1.235;3,13645225701263E-05;1.935
NET NEW LTDA - ME;1.233;3,13137298210249E-05;1.937
CS COMUNICAÇÃO ARARAQUARA EIRELI;1.233;3,13137298210249E-05;1.937
CNT FIBRAS TECNOLOGIA EM INTERNET E SERVICOS LTDA;1.232;3,12883334464742E-05;1.939
ARACAGYNET EIRELI;1.230;3,12375406973728E-05;1.940
PLUG NET ONLINE SERVICOS DE INFORMATICA LTDA - ME;1.229;3,1212144322822E-05;1.941
STAYNET SERVIÇOS DE INTERNET LTDA - ME;1.228;3,11867479482713E-05;1.942
RAQUEL STORCH ALMEIDA DE OLIVEIRA - ME;1.228;3,11867479482713E-05;1.942
PONGAR TELECOMUNICAÇÕES EIRELI;1.228;3,11867479482713E-05;1.942
BRXNQ TELECOMUNICACOES LTDA;1.228;3,11867479482713E-05;1.942
CLICKCEDRO PROVEDOR DE INTERNET E COMUNICACAO MULTIMIDIA LTDA  - ME;1.227;3,11613515737206E-05;1.946
SPEAKERS PROJETOS E EXECUCOES EM AUDIO LTDA;1.226;3,11359551991699E-05;1.947
OLIVEIRA & FERNANDES TELECOMUNICACOES LTDA.;1.224;3,10851624500685E-05;1.948
NETMAX TECNOLOGIA LTDA.;1.220;3,09835769518657E-05;1.949
KONECTIVA TELECOMUNICACOES LTDA ME;1.219;3,0958180577315E-05;1.950
CMC TELECOM EIRELI;1.217;3,09073878282135E-05;1.951
RADIO ATIVO SERVICOS DE INTERNET LTDA;1.215;3,08565950791121E-05;1.952
HC TELECOM LTDA;1.214;3,08311987045614E-05;1.953
VALDIR DA SILVA SANTOS DE CAMACARI;1.213;3,08058023300107E-05;1.954
ESS PROVEDOR DE INTERNET EIRELI;1.212;3,078040595546E-05;1.955
MIXCONECT TELECOM EIRELI;1.211;3,07550095809093E-05;1.956
Gabriel Soares Bender Eireli;1.209;3,07042168318079E-05;1.957
PARENTE E FERNANDES DE SOUSA LTDA - EPP;1.207;3,06534240827064E-05;1.958
MCD INFORMÁTICA E TELECOMUNICAÇÕES EIRELI;1.207;3,06534240827064E-05;1.958
GSM ENGENHARIA EM TECNOLOGIA DA INFORMACAO LTDA - ME;1.207;3,06534240827064E-05;1.958
P.J. NET SERVICOS DE INFORMATICA LTDA - ME;1.206;3,06280277081557E-05;1.961
ALFA NETWORK SOLUTIONS INFORMÁTICA LTDA - ME;1.206;3,06280277081557E-05;1.961
J M S - TELECOM LTDA.;1.205;3,0602631333605E-05;1.963
COMPUTEC TELECOM LTDA;1.205;3,0602631333605E-05;1.963
SIGNET TELECOM LTDA;1.204;3,05772349590543E-05;1.965
HOSANNA PROVEDOR DE SERVIÇOS DE INTERNET LTDA;1.204;3,05772349590543E-05;1.965
NIPPY NET INFORMATICA LTDA;1.203;3,05518385845036E-05;1.967
BRNET TELECOMUNICAÇÕES LTDA. ME;1.203;3,05518385845036E-05;1.967
VIRTUALI SOLUCOES EM TELECOMUNICACAO EIRELI;1.202;3,05264422099529E-05;1.969
RR PROVEDOR DE ACESSO DE INTERNET LTDA;1.202;3,05264422099529E-05;1.969
TOPNET - SERVICOS DE TELECOMUNICACAO E MULTIMIDIA - EIRELI - ME;1.201;3,05010458354022E-05;1.971
CAMP COMUNICACAO MULTIMIDIA LTDA;1.200;3,04756494608515E-05;1.972
3snet Telecomunicacoes Ltda;1.200;3,04756494608515E-05;1.972
COMPUTEX INFORMATICA LTDA - ME;1.199;3,04502530863008E-05;1.974
D R A MARQUES EIRELI;1.198;3,042485671175E-05;1.975
EMERSON UALLACE SANDES AMPARO;1.197;3,03994603371993E-05;1.976
COMUNET INTERNET BANDA LARGA LTDA;1.197;3,03994603371993E-05;1.976
GLOBALL NETWORKS COMERCIO E SERVICOS LTDA;1.196;3,03740639626486E-05;1.978
ALESSANDRA OLIVEIRA DOS SANTOS - ME;1.193;3,02978748389965E-05;1.979
RKR TELECOM PROVEDOR BANDA LARGA LTDA;1.190;3,02216857153444E-05;1.980
JOCINARA MARTINS POZZER;1.189;3,01962893407937E-05;1.981
FEGUI-DS NET TELECOMUNICAÇÕES LTDA - ME;1.189;3,01962893407937E-05;1.981
I2 TELECOM TECNOLOGIA DA INFORMACAO LTDA;1.187;3,01454965916923E-05;1.983
INFORTECH TELECOMUNICACAO EIRELI;1.186;3,01201002171415E-05;1.984
CAXIAS ONLINE PROJETOS, MONTAGENS E MANUTENCAO EIRELI;1.185;3,00947038425908E-05;1.985
ROBERTO DA SILVA PESSOA - ME;1.184;3,00693074680401E-05;1.986
ALANHOUSE NET TELECOM LTDA;1.183;3,00439110934894E-05;1.987
ONE TELECOM EIRELI;1.182;3,00185147189387E-05;1.988
LP PROVEDORA DE INTERNET E INSTALACOES DE REDES TELEFONICAS LTDA - ME;1.182;3,00185147189387E-05;1.988
WORK NET LTDA;1.180;2,99677219698373E-05;1.990
LAST MILE TELECOM LTDA;1.180;2,99677219698373E-05;1.990
SEU WIFI TELECOM LTDA;1.179;2,99423255952866E-05;1.992
FRANCISCO WLADSON ALVES;1.179;2,99423255952866E-05;1.992
ZIPPEX TELECOM LTDA;1.178;2,99169292207359E-05;1.994
AMAZONET TELECOMUNICACOES EIRELI;1.178;2,99169292207359E-05;1.994
NOCTEL TELECOM E REDES LTDA;1.177;2,98915328461852E-05;1.996
Nivaldo Menezes de Santana & Cia Ltda;1.177;2,98915328461852E-05;1.996
N. Z. RAMOS TELECOMUNICACOES EIRELI;1.177;2,98915328461852E-05;1.996
MARCOS LUIZ DE ALMEIDA;1.176;2,98661364716344E-05;1.999
WANHOUSE SOLUÇÕES EM TECNOLOGIA LTDA - EPP;1.175;2,98407400970837E-05;2.000
NETHIT PSCI PROVEDOR DE SERVICO DE CONEXAO A INTERNET EIRELI;1.174;2,9815343722533E-05;2.001
INFOLINK INTERNET EIRELI;1.174;2,9815343722533E-05;2.001
URUPESNET PROVEDOR DE ACESSO A INTERNET LTDA - ME;1.173;2,97899473479823E-05;2.003
SETA MICROS LTDA - ME;1.173;2,97899473479823E-05;2.003
SCA INTERNET LTDA;1.173;2,97899473479823E-05;2.003
FABIANE TRENTO INFORMATICA E TELECOMUNICACAO;1.173;2,97899473479823E-05;2.003
RIZOLMAR A. DE OLIVEIRA;1.171;2,97391545988809E-05;2.007
ELIZANDRO RODRIGUES DE JESUS DANTAS;1.171;2,97391545988809E-05;2.007
C DE LIMA TELECOMUNICAÇÕES - ME;1.171;2,97391545988809E-05;2.007
AIRLIFE TELECOM LTDA;1.167;2,96375691006781E-05;2.010
SB INTERNET LTDA - ME;1.166;2,96121727261273E-05;2.011
LYKE NET TELECOM SOLUCOES EM TELECOMUNICACOES LTDA;1.166;2,96121727261273E-05;2.011
INTERALL TELECOMUNICACOES LTDA. - EPP;1.166;2,96121727261273E-05;2.011
EVERTON BARRETO DA SILVA 28251906830;1.165;2,95867763515766E-05;2.014
INFOTECNET TELECOMUNICACOES EIRELI;1.163;2,95359836024752E-05;2.015
GERSON CERQUEIRA - ME;1.163;2,95359836024752E-05;2.015
ORANGE BUSINESS SERVICES BRASIL LTDA.;1.162;2,95105872279245E-05;2.017
TERA NETWORK TELECOMUNICAÇÕES LTDA - ME;1.161;2,94851908533738E-05;2.018
NEW FIBRA TELECOM - INTERNET FIBRA OPTICA EIRELI;1.161;2,94851908533738E-05;2.018
AAM BOLDRINI TELECOM - ME;1.161;2,94851908533738E-05;2.018
C. FERNANDES SERVICOS EM TELECOMUNICACOES;1.160;2,94597944788231E-05;2.021
FOKUSNET PROVEDOR DE INTERNET LTDA - ME;1.159;2,94343981042724E-05;2.022
BIAZI AGRO TELECOM LTDA;1.159;2,94343981042724E-05;2.022
SITE SOLUCOES EM INFORMATICA, TELECOMUNICACOES E ENGENHARIA LTDA;1.158;2,94090017297217E-05;2.024
LD PRODUTOS DE INFORMATICA EIRELI - ME;1.158;2,94090017297217E-05;2.024
LINK DIGITAL TELECOM LTDA - ME;1.157;2,9383605355171E-05;2.026
OGS INFORMATICA LTDA;1.156;2,93582089806203E-05;2.027
N.K. FIBER LINK LTDA;1.156;2,93582089806203E-05;2.027
FLASH SERVIÇOS EM FIBRA ÓPTICA LTDA - ME;1.155;2,93328126060695E-05;2.029
RNR SERVICOS DE INTERNET LTDA;1.154;2,93074162315188E-05;2.030
AFS TELECOM LTDA.  - ME;1.153;2,92820198569681E-05;2.031
LOCAL TELECOM LTDA;1.152;2,92566234824174E-05;2.032
BBG TELECOM LTDA;1.151;2,92312271078667E-05;2.033
Livenet Servicos de Comunicacao Multimidia Ltda;1.150;2,9205830733316E-05;2.034
GLOBALLIG TELECOMUNICACOES LTDA;1.150;2,9205830733316E-05;2.034
CALLNET BAHIA INFORMATICA LTDA - ME;1.149;2,91804343587653E-05;2.036
MONICA ADRIANA MELO FRANCA -INFORMATICA;1.147;2,91296416096639E-05;2.037
MEGANET TELECOMUNICACOES E INTERNET LTDA;1.147;2,91296416096639E-05;2.037
GIGANET COMUNICAÇÕES MULTIMÍDIA LTDA-ME;1.147;2,91296416096639E-05;2.037
RPNET INFORMÁTICA LTDA ME;1.144;2,90534524860117E-05;2.040
FLASH NET TELECOM RIO PRETO LTDA;1.144;2,90534524860117E-05;2.040
F C DE OLIVEIRA SANTOS;1.144;2,90534524860117E-05;2.040
ROBOT BEST NET TECNOLOGIA E SERVICOS EIRELI;1.143;2,9028056111461E-05;2.043
EBN INFORMATICA EIRELI - ME;1.143;2,9028056111461E-05;2.043
VIVANET INFORMÁTICA  LTDA;1.142;2,90026597369103E-05;2.045
NEMESIS PROVEDORES DE ACESSO AS REDES DE COMUNICACOES E INFORMATICA LTDA;1.141;2,89772633623596E-05;2.046
T. B. VALENTE & CIA LTDA - ME;1.140;2,89518669878089E-05;2.047
GAUCHA ONLINE PROVEDOR DE INTERNET LTDA.;1.140;2,89518669878089E-05;2.047
ANDRE SALES RANDT - ME;1.140;2,89518669878089E-05;2.047
ESTRELAS TECNOLOGIA DA INFORMAÇÃO LTDA - ME;1.139;2,89264706132582E-05;2.050
DIEGO HINZ SOARES - ME;1.137;2,88756778641568E-05;2.051
MULTIWARE TECNOLOGIA EIRELI;1.136;2,88502814896061E-05;2.052
HONORIO & RAMOS LTDA;1.136;2,88502814896061E-05;2.052
GLOBALCOM COMERCIO E SERVICOS DE TELECOMUNICACOES E INFORMATICA LTDA;1.136;2,88502814896061E-05;2.052
JOAO MARCELO DOS SANTOS DRESCH - ME;1.135;2,88248851150554E-05;2.055
JORGE SANTOS FIGUEIREDO JUNIOR ME;1.134;2,87994887405046E-05;2.056
HEINEN & CIA. LTDA.;1.134;2,87994887405046E-05;2.056
SYGANET TELECOMUNICACOES LTDA - EPP;1.131;2,87232996168525E-05;2.058
BRUNO RANGEL LIMA DANTAS;1.130;2,86979032423018E-05;2.059
Mateus Aires D. Silva;1.128;2,86471104932004E-05;2.060
SPEED TELECOM LTDA - ME;1.127;2,86217141186497E-05;2.061
GTEC NET INFORMATICA LTDA ME;1.127;2,86217141186497E-05;2.061
COMMUNITY NET INTERNET E INFORMATICA EIRELI - ME;1.127;2,86217141186497E-05;2.061
SMA NETCOM LTDA - ME;1.126;2,8596317744099E-05;2.064
INVISTA NET PROVEDOR DE ACESSO LTDA;1.126;2,8596317744099E-05;2.064
PONTO ELETRONICOS E INFORMATICA LTDA;1.124;2,85455249949976E-05;2.066
F R SOUSA TELECOMUNICACOES LTDA;1.124;2,85455249949976E-05;2.066
FOX NET SERVICOS DE INTERNET BANDA LARGA EIRELI;1.122;2,84947322458961E-05;2.068
Pereira & Nascimento Provedor de Network Ltda;1.121;2,84693358713454E-05;2.069
MICRONET TELECOMUNICAÇÕES - EIRELI;1.121;2,84693358713454E-05;2.069
SUPRINET SOLUCOES EM INTERNET LTDA;1.120;2,84439394967947E-05;2.071
NOVELTY TELECOM LTDA - ME;1.118;2,83931467476933E-05;2.072
SAMIR MANSUR RODRIGUES DA SILVA - ME;1.117;2,83677503731426E-05;2.073
LESTE FLU SERVIÇOS DE TELECOM LTDA - ME;1.117;2,83677503731426E-05;2.073
EAGLE NET TECNOLOGIA LTDA - ME;1.115;2,83169576240412E-05;2.075
SPEEDNET SERVICOS & INFORMATICA LTDA;1.114;2,82915612494904E-05;2.076
INSNET TELECOMUNICACOES LTDA;1.114;2,82915612494904E-05;2.076
ELETRICNET TELECOMUNICACOES LTDA;1.114;2,82915612494904E-05;2.076
ALTEMIR PAULO CARLEXO - ME;1.114;2,82915612494904E-05;2.076
2MM2 SERVICOS DE TELECOMUNICACOES E MULTIMIDIA EIRELI;1.113;2,82661648749397E-05;2.080
WIANET SERVIÇOS & TECNOLOGIA LTDA - ME;1.112;2,8240768500389E-05;2.081
TGVR WEBLINK TELECOM LTDA;1.112;2,8240768500389E-05;2.081
AMANDA CRISTINA XAVIER AZEVEDO VIEIRA - ME;1.112;2,8240768500389E-05;2.081
PLUS TELECOM DO BRASIL LTDA;1.110;2,81899757512876E-05;2.084
MORAIS & VALE GM NET LTDA;1.110;2,81899757512876E-05;2.084
LHB NET TELECOMUNICACOES LTDA;1.109;2,81645793767369E-05;2.086
HORIZONTES TELECOM LTDA;1.109;2,81645793767369E-05;2.086
ATENDNET COMUNICACOES LTDA;1.109;2,81645793767369E-05;2.086
D S NET LTDA ME;1.108;2,81391830021862E-05;2.089
SPEED NET REDES SERVICOS COMUNICACAO LTDA - ME;1.106;2,80883902530848E-05;2.090
Seza e Cruz Ltda;1.106;2,80883902530848E-05;2.090
Rapidus Internet Banda Larga Ltda;1.106;2,80883902530848E-05;2.090
J S BARRETO COMERCIO E SERVICO DE INFORMATICA;1.104;2,80375975039834E-05;2.093
TELECOMUNICAÇÕES BAHIANET LTDA;1.103;2,80122011294327E-05;2.094
MANOEL GOUVEIA DA SILVA;1.102;2,79868047548819E-05;2.095
VIP TELECOM GLOBAL LTDA;1.101;2,79614083803312E-05;2.096
HD COMUNICACOES LTDA. ME;1.101;2,79614083803312E-05;2.096
HC CONNECT TELECOMUNICACOES LTDA - ME;1.100;2,79360120057805E-05;2.098
DIONE BALARIM PRIETO TECNOLOGIA E INTERNET;1.100;2,79360120057805E-05;2.098
D L DOS REIS & CIA LTDA;1.100;2,79360120057805E-05;2.098
C V DE MELO FNET;1.100;2,79360120057805E-05;2.098
D T PROVEDOR DE INTERNET LTDA - ME;1.099;2,79106156312298E-05;2.102
CENTRO OESTE PROVEDOR DE INTERNET BANDA LARGA VIA RADIO LTDA.;1.099;2,79106156312298E-05;2.102
LIFI TELECOM LTDA;1.098;2,78852192566791E-05;2.104
CLH SERVIÇOS DE COMUNICAÇÃO E MULTIMIDIA DE INTERNET LTDA;1.098;2,78852192566791E-05;2.104
RAFAEL ZAMBONI FREISLEBEN;1.096;2,78344265075777E-05;2.106
LINKMINAS TELECOMUNICAÇÕES EIRELI;1.094;2,77836337584763E-05;2.107
ALLYSON DINIZ MELO EIRELI;1.094;2,77836337584763E-05;2.107
CELERIUM COMUNICAÇÕES LTDA;1.093;2,77582373839255E-05;2.109
MAXIMA SEGURANCA E TELECOMUNICACOES LTDA - EPP;1.092;2,77328410093748E-05;2.110
JOSE MAURO MANOEL DE SOUSA;1.092;2,77328410093748E-05;2.110
ALEXANDRE AGUSTINI & CIA LTDA;1.092;2,77328410093748E-05;2.110
MG PLIS COMERCIO DE COMPUTADORES LTDA - ME;1.089;2,76566518857227E-05;2.113
EMA - COMERCIO DE ELETRONICOS E SERVICOS LTDA;1.089;2,76566518857227E-05;2.113
CALIFORNIA TELECOM LTDA;1.088;2,7631255511172E-05;2.115
Seiccom Provedor de Internet Ltda.;1.087;2,76058591366213E-05;2.116
POWERSERV SOLUÇÕES INTERNET LTDA;1.087;2,76058591366213E-05;2.116
ARTUR MONTEIRO GOMES EIRELI;1.087;2,76058591366213E-05;2.116
JOSEMIR GOMES DE JESUS S SANTOS;1.086;2,75804627620706E-05;2.119
L V DA SILVA BARBOSA - ME;1.085;2,75550663875199E-05;2.120
WN TELECOM EIRELI;1.084;2,75296700129692E-05;2.121
VELOCITYNET TELECOM EIRELI - EPP;1.081;2,7453480889317E-05;2.122
Up Internet Ltda;1.081;2,7453480889317E-05;2.122
SIRLENE FIDELES DE MACIEL TELECOMUNICACOES;1.081;2,7453480889317E-05;2.122
X-NET COMUNICACOES LTDA;1.078;2,73772917656649E-05;2.125
TOPSAPP SOLUCOES EM TELECOMUNICACOES E REDES AVANCADAS LTDA ME;1.078;2,73772917656649E-05;2.125
PROVEDORES DE SERVICOS E EQUIPAMENTOS NIVE NET- EIRELI - ME;1.078;2,73772917656649E-05;2.125
LF TELECOM  SERVICOS DE MULTIMIDIA EIRELI;1.078;2,73772917656649E-05;2.125
ANDREALI FERREIRA GOMES;1.078;2,73772917656649E-05;2.125
MEGACOM INTERNET LTDA - ME;1.077;2,73518953911142E-05;2.130
HEDIPO BEE 07300251951;1.075;2,73011026420128E-05;2.131
GOLDCOM TELECOMUNICACOES LTDA;1.075;2,73011026420128E-05;2.131
MÁRCIO AZEVEDO DO NASCIMENTO - ME;1.073;2,72503098929114E-05;2.133
CONECTABR SISTEMAS DE COMUNICAÇÕES LTDA;1.073;2,72503098929114E-05;2.133
BORGES ALEXANDRE & CIA LTDA;1.073;2,72503098929114E-05;2.133
NETFALCON ACESSO A INTERNET LTDA;1.071;2,71995171438099E-05;2.136
IUP TELECOMUNICACOES LTDA;1.071;2,71995171438099E-05;2.136
GRUPO CONECTA TELECOM SCM LTDA;1.071;2,71995171438099E-05;2.136
BIT INFORMÁTICA EIRELI - ME;1.070;2,71741207692592E-05;2.139
ANA CLAUDIA COSTA PEREIRA PROVEDORES;1.069;2,71487243947085E-05;2.140
ABS TELECOMUNICACOES LTDA;1.069;2,71487243947085E-05;2.140
TIAGO DE BRITO COSTA TECNOLOGIA - ME;1.068;2,71233280201578E-05;2.142
LUUP TELECOMUNICACOES LTDA - ME;1.068;2,71233280201578E-05;2.142
F.A.F. DA SILVA;1.068;2,71233280201578E-05;2.142
VER7 NET SERVICOS DE COMUNICACAO MULTIMIDIA LTDA;1.065;2,70471388965057E-05;2.145
G. PEREIRA NORONHA - ME;1.065;2,70471388965057E-05;2.145
TERALINK TELECOMUNICACOES EIRELI;1.064;2,7021742521955E-05;2.147
F J C EVOLUTION PROVEDORES DE INTERNET LTDA;1.063;2,69963461474043E-05;2.148
LIDER TELECOMUNICACOES EIRELI - ME;1.062;2,69709497728536E-05;2.149
FLAVIO FRANCISCO DA SILVA INFORMATICA;1.062;2,69709497728536E-05;2.149
F NET TELECON LTDA;1.062;2,69709497728536E-05;2.149
D.W.S. PROVEDOR DE INTERNET LTDA;1.062;2,69709497728536E-05;2.149
SSM TELECOM E SERVICOS LTDA - ME;1.061;2,69455533983028E-05;2.153
NET WORK FIBER COMERCIO E SERVICOS DE COMUNICACAO LTDA;1.061;2,69455533983028E-05;2.153
SETEC.NET SERVICOS DE INFORMATICA E COMUNICACAO LTDA - ME;1.060;2,69201570237521E-05;2.155
FXTELECOM LTDA;1.060;2,69201570237521E-05;2.155
MARIA ONEIDE DA SILVA - ME;1.059;2,68947606492014E-05;2.157
NO BREAK ESPACO CYBERNETICO LTDA - ME;1.058;2,68693642746507E-05;2.158
Segnet Telecomunicacoes Ltda;1.057;2,68439679001E-05;2.159
MAFREDINE TELECOMUNICACOES EIRELI;1.057;2,68439679001E-05;2.159
